CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,
217838505,17,21224,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,NURSING,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
595723361,17,21216,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
189549887,15,21217,YES,"WEST, EAST",YES,YES,NO,COMPUTER INFORMATION TECH,CONSTRUCTION/MANUFACTURING,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
457957160,14,21229,YES,"WEST, SOUTH, EAST",YES,NO,NO,CUSTODIAL,VISUAL ARTS,;PLAYS INSTRUMENT; VISUAL ARTS,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
184734533,17,21222,YES,"SOUTH, EAST",YES,NO,NO,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
283848470,19,21212,YES,"SOUTH, WEST, EAST",NO,NO,NO,RECREATION AND SPORTS,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
510446472,17,21213,YES,"EAST, SOUTH, DOWNTOWN",YES,YES,NO,PRE-SCHOOL CHILDCARE,STEM,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
311097946,16,21217,YES,"WEST, SOUTH, EAST",YES,NO,NO,NURSING,HOSPITALITY/TRAVEL,;OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
344659389,17,21222,YES,"WEST, EAST",YES,NO,NO,BUSINESS/FINANCE,NURSING,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
419547298,15,21213,YES,"SOUTH, WEST, EAST",YES,YES,NO,NURSING,TEACHER'S AIDE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
590071966,18,21217,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,HOSPITALITY/TRAVEL,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
410705089,17,21222,YES,"EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,COMMUNITY SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
138492519,15,21223,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,YES,NO,COMPUTER INFORMATION TECH,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
126488494,16,21222,YES,"SOUTH, WEST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
340635417,17,21210,YES,"NORTH, SOUTH, EAST",YES,NO,YES,HOSPITALITY/TRAVEL,STEM,";(MICROSOFT WORD,POWERPOINT,EXCEL); DANCING",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
147198389,15,21214,YES,"SOUTH, EAST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,NURSING,;SWIMMING; POETRY,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,
486364266,14,21214,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,NO,NO,RETAIL (16+ YEAR OLD ONLY),PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
117634965,17,21237,YES,"WEST, EAST, NORTH",YES,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL); POETRY",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
484507821,17,21201,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,NO,PRE-SCHOOL CHILDCARE,GOVERNMENT/PUBLIC SERVICE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
191523056,17,21215,YES,"WEST, SOUTH, NORTH",YES,NO,NO,STEM,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
484551651,17,21214,YES,"WEST, EAST, NORTH",NO,YES,YES,BUSINESS/FINANCE,ELDERLY SERVICES,;POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
273671325,17,21217,YES,"WEST, SOUTH, NORTH, DOWNTOWN",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,RETAIL (16+ YEAR OLD ONLY),;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
413192105,14,21214,YES,"EAST, SOUTH, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,LEGAL,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
522363145,17,21212,YES,"SOUTH, WEST, EAST",NO,NO,NO,ENVIRONMENTAL/GREEN,ELDERLY SERVICES,;VISUAL ARTS; SWIMMING; CADD,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
102407381,19,21212,YES,"EAST, WEST, NORTH, DOWNTOWN",NO,YES,NO,LEGAL,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
534506819,19,21212,YES,"WEST, EAST, NORTH",NO,YES,YES,STEM,PRE-SCHOOL CHILDCARE,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,
293926268,18,21223,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,CUSTODIAL,RECREATION AND SPORTS,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
131998945,19,21214,YES,"EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
302281824,15,21230,YES,"SOUTH, EAST, NORTH",YES,NO,NO,CUSTODIAL,COMMUNICATION/MEDIA,;PLAYS INSTRUMENT; CADD,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
374526411,14,21217,YES,"WEST, EAST, NORTH",NO,YES,YES,RETAIL (16+ YEAR OLD ONLY),BUSINESS/FINANCE,;SWIMMING; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
463175756,14,21223,YES,"WEST, SOUTH, EAST, DOWNTOWN",NO,YES,YES,VISUAL ARTS,NURSING,;VISUAL ARTS; SWIMMING; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
486612730,15,21205,YES,"EAST, SOUTH, WEST",YES,NO,NO,MUSICAL ARTS,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
373370223,16,21163,YES,"SOUTH, WEST, EAST",YES,NO,NO,NURSING,STEM,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
151620311,20,21217,YES,"WEST, EAST, DOWNTOWN",YES,NO,NO,COMMUNITY SERVICE,ENVIRONMENTAL/GREEN,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
225271005,16,21093,YES,"SOUTH, EAST, NORTH",NO,YES,YES,RETAIL (16+ YEAR OLD ONLY),PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT; SWIMMING; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
590502592,17,21215,YES,"SOUTH, WEST, NORTH",NO,YES,NO,BUSINESS/FINANCE,CONSTRUCTION/MANUFACTURING,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
313821704,17,21228,YES,"SOUTH, EAST, NORTH",YES,NO,NO,NURSING,PRE-SCHOOL CHILDCARE,;VISUAL ARTS; DANCING,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
167877716,16,21206,YES,"EAST, WEST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,ENVIRONMENTAL/GREEN,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
402286203,17,21206,YES,"SOUTH, WEST, EAST",NO,YES,YES,VISUAL ARTS,CAMP COUNSELOR,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
183380273,18,21214,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,NO,YES,BUSINESS/FINANCE,PRE-SCHOOL CHILDCARE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
596282032,16,21224,YES,"WEST, EAST, NORTH",YES,YES,YES,BUSINESS/FINANCE,BUSINESS/FINANCE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
457805380,17,21237,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,YES,NURSING,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
221362551,16,21215,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,RECREATION AND SPORTS,TEACHER'S AIDE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
347746882,18,21214,YES,"SOUTH, EAST, NORTH",YES,YES,YES,RECREATION AND SPORTS,GRAPHIC DESIGN,,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
437371425,17,21213,YES,"EAST, NORTH",YES,NO,NO,GRAPHIC DESIGN,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
366008604,19,21213,YES,"WEST, EAST, DOWNTOWN",YES,YES,YES,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
465510158,15,21204,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,YES,NO,COMMUNICATION/MEDIA,HOSPITALITY/TRAVEL,;POETRY; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
346981712,16,21212,YES,"EAST, SOUTH, WEST",NO,YES,YES,RECREATION AND SPORTS,HOSPITALITY/TRAVEL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
228079211,16,21215,YES,"SOUTH, WEST, NORTH",NO,YES,YES,CUSTODIAL,COMMUNITY SERVICE,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
271122522,17,21214,YES,"WEST, EAST, NORTH",NO,YES,NO,MUSICAL ARTS,ELDERLY SERVICES,;VISUAL ARTS; SWIMMING; DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
251421357,17,21201,YES,"DOWNTOWN, WEST, EAST, NORTH",YES,NO,NO,VISUAL ARTS,GOVERNMENT/PUBLIC SERVICE,;VISUAL ARTS; DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
326154945,16,21223,YES,"WEST, EAST, NORTH",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,RECREATION AND SPORTS,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
110492229,16,21216,YES,"WEST, SOUTH, NORTH",YES,NO,NO,NURSING,STEM,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
269854200,16,21214,YES,"EAST, NORTH, DOWNTOWN",NO,NO,YES,CULINARY ARTS/FOOD SERVICE,BUSINESS/FINANCE,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
509549867,16,21213,YES,"EAST, NORTH, DOWNTOWN",NO,YES,YES,VISUAL ARTS,RECREATION AND SPORTS,";VISUAL ARTS; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
284610631,17,21228,YES,"SOUTH, EAST, NORTH",NO,NO,YES,COMPUTER INFORMATION TECH,AUTO MECHANICS,;SWIMMING; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
507639435,16,21206,YES,"EAST, WEST, DOWNTOWN",YES,NO,NO,COMPUTER INFORMATION TECH,STEM,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
385478295,17,21215,YES,"WEST, EAST, NORTH",NO,NO,YES,CULINARY ARTS/FOOD SERVICE,STEM,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,
175250880,15,21228,YES,"SOUTH, EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,BUSINESS/FINANCE,;OFFICE EQUIPEMENT; POETRY; DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
244717804,16,21214,YES,"SOUTH, EAST, NORTH",NO,NO,NO,AUTO MECHANICS,TEACHER'S AIDE,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
129853717,19,21228,YES,"SOUTH, WEST, EAST",NO,YES,NO,AUTO MECHANICS,PRE-SCHOOL CHILDCARE,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL); DANCING",WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
325941974,15,21205,YES,"EAST, WEST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,;POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
588577106,19,21229,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,NURSING,COMMUNICATION/MEDIA,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
495131542,18,21214,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,COMMUNICATION/MEDIA,STEM,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
278137533,20,21212,YES,"EAST, SOUTH, WEST, DOWNTOWN",YES,YES,NO,CLERICAL OFFICE WORK,GOVERNMENT/PUBLIC SERVICE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
286185739,15,21213,YES,"SOUTH, EAST, DOWNTOWN",YES,NO,YES,VISUAL ARTS,BUSINESS/FINANCE,;VISUAL ARTS; DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
511059201,17,21204,YES,"EAST, DOWNTOWN",NO,YES,YES,NURSING,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
455824047,18,21220,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,TEACHER'S AIDE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
533331217,16,21212,YES,"EAST, SOUTH, WEST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,COMMUNICATION/MEDIA,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
195600487,18,21210,YES,"SOUTH, WEST, NORTH",NO,YES,NO,GOVERNMENT/PUBLIC SERVICE,COMMUNICATION/MEDIA,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
223247386,18,21213,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,STEM,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
537319712,18,21205,YES,"SOUTH, WEST, EAST",NO,NO,NO,TEACHER'S AIDE,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
485512684,17,21205,YES,"WEST, EAST, NORTH",NO,YES,YES,NURSING,COMMUNITY SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
294604871,16,21228,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,YES,TEACHER'S AIDE,LEGAL,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
554053099,16,21217,YES,"WEST, SOUTH, DOWNTOWN",NO,NO,YES,MUSICAL ARTS,AUTO MECHANICS,;CADD; OFFICE EQUIPEMENT; POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
599277485,17,21217,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,BUSINESS/FINANCE,ENVIRONMENTAL/GREEN,;VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
184518943,16,21205,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,LEGAL,CLERICAL OFFICE WORK,;PLAYS INSTRUMENT; VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
268749963,19,21214,YES,"SOUTH, EAST",YES,NO,YES,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
439278000,16,21216,YES,"SOUTH, WEST, NORTH, DOWNTOWN",NO,YES,YES,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
282782948,17,21216,YES,"WEST, EAST",NO,YES,YES,LEGAL,HOSPITALITY/TRAVEL,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
256505492,20,21214,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,STEM,TEACHER'S AIDE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
243439654,16,21229,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,YES,ARCHITECTURE,CUSTODIAL,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
576926372,18,21216,YES,"WEST, SOUTH, EAST",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,RECREATION AND SPORTS,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
373992169,16,21214,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,CUSTODIAL,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
242177871,18,21216,YES,"SOUTH, WEST, NORTH",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,VISUAL ARTS,;VISUAL ARTS; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
