Youth ID,Age,Zip,Willing to Travel Outside Zip Code,Side of City,Working Outside,Dress Code,With Computers,Career Interest 1,Career Interest 2,Skills,Job Choice A,Job Choice B,Job Choice C,Job Choice D,Job Choice E,Job Choice F,Job Choice G,Job Choice H,2nd Language
6800,16,21216,Yes,"West, East, North, Downtown",Yes,No,No,Nursing,Nursing,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6801,15,21205,Yes,"East, West, North, Downtown",No,Yes,No,Pre-School Childcare,Recreation And Sports,Spoken Word or Poetry,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6802,15,21224,Yes,"South, West, East, Downtown",Yes,Yes,Yes,Musical Arts,Musical Arts,CADD (Computer Aided Drafting and Design),NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6805,18,21205,Yes,"East, West, North",No,No,No,Architecture,Culinary Arts/Food Service,"Plays an Intrustment, Swimming",INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6806,15,21214,Yes,"South, West, East, North",No,Yes,No,Computer Information Tech,Retail (17+ Year Old Only),,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6807,15,21217,Yes,"South, West, East, Downtown",No,Yes,Yes,Pre-School Childcare,Culinary Arts/Food Service,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6808,16,21163,Yes,"Outside City (West), West, North",No,Yes,Yes,Culinary Arts/Food Service,Legal,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6809,19,21217,Yes,"West, East, North, Downtown",Yes,Yes,Yes,Teacher's Aide,Architecture,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6812,21,21217,Yes,"South, West, East",No,No,No,Recreation And Sports,Recreation And Sports,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6814,17,21211,Yes,"West, East, North",No,Yes,Yes,Visual Arts,Culinary Arts/Food Service,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
6816,18,21228,Yes,"South, West, North",No,Yes,Yes,Teacher's Aide,Pre-School Childcare,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6817,18,21228,Yes,"South, West, East",No,Yes,Yes,Graphic Design,Business/Finance,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6818,19,21216,Yes,"South, West, East",Yes,Yes,Yes,Auto Mechanics,Visual Arts,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
6819,17,21211,Yes,"West, South, East, North",No,No,No,Culinary Arts/Food Service,Electrical/Carpentry,"CADD (Computer Aided Drafting and Design), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6820,16,21237,Yes,"West, East, North",Yes,No,No,Pre-School Childcare,Hospitality/Travel,Spoken Word or Poetry,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6821,16,21224,Yes,"West, East",No,Yes,Yes,Communication/Media,Computer Information Tech,Spanish & English Bilingual,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6823,16,21215,Yes,"West, South, East, North",Yes,Yes,Yes,Teacher's Aide,Retail (17+ Year Old Only),,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6824,15,21228,Yes,"South, West, North",No,Yes,Yes,Pre-School Childcare,Auto Mechanics,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6825,15,21228,Yes,"South, West, East",No,No,Yes,Pre-School Childcare,Culinary Arts/Food Service,"Visual Arts (Drawing, painting, etc), Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6827,16,21217,Yes,"West, South, East",No,Yes,No,Pre-School Childcare,Nursing,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6828,21,21222,Yes,"Outside City (East), South, West, East, North",Yes,Yes,Yes,Engineering,Recreation And Sports,Spanish & English Bilingual,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6829,15,21216,Yes,"West, Downtown",No,Yes,Yes,Nursing,Nursing,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6830,20,21217,Yes,"South, West, East, Downtown",Yes,Yes,Yes,Retail (17+ Year Old Only),Pre-School Childcare,Spoken Word or Poetry,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
6834,16,21217,Yes,"South, West, East",Yes,No,No,Pre-School Childcare,Visual Arts,"Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6836,16,21217,Yes,"West, North, Downtown",No,No,Yes,Retail (17+ Year Old Only),Pre-School Childcare,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6837,15,21217,Yes,"West, South, East",No,Yes,No,Community Service,Nursing,"Plays an Intrustment, Spoken Word or Poetry",NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,Spanish
6838,15,21229,Yes,"South, West, East, North",No,Yes,Yes,Business/Finance,Musical Arts,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
6839,16,21224,Yes,"East, North, Downtown",No,Yes,No,Nursing,Recreation And Sports,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6840,19,21229,Yes,"West, East, North, Downtown",No,Yes,Yes,Environmental/Green,Architecture,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6841,14,21204,Yes,"Outside City (East), East, North",No,No,Yes,Construction Trades,Recreation And Sports,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6842,20,21213,Yes,"West, East, Downtown",No,Yes,No,Recreation And Sports,Recreation And Sports,,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6844,17,21212,Yes,"West, East",No,Yes,No,Engineering,Legal,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6845,16,21214,Yes,"South, East, North",No,Yes,Yes,Nursing,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6847,15,21228,Yes,"South, East, North",Yes,No,No,Pre-School Childcare,Camp Counselor,"Spanish & English Bilingual, Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6848,15,21231,Yes,"Downtown, South, East, North",No,Yes,Yes,Recreation And Sports,Visual Arts,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6850,16,21205,Yes,"West, East, North",Yes,Yes,No,Musical Arts,Recreation And Sports,,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,Korean
6851,15,21226,Yes,"South, East, North",Yes,No,Yes,Pre-School Childcare,Nursing,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6852,15,21212,Yes,"East, North, Downtown",No,No,No,Auto Mechanics,Pre-School Childcare,Spoken Word or Poetry,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6854,14,21222,Yes,"Outside City (East), South, West, East, North, Downtown",No,Yes,Yes,Graphic Design,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6855,18,21208,Yes,"North, South, West, East, Downtown",Yes,No,No,Recreation And Sports,Environmental/Green,CADD (Computer Aided Drafting and Design),INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6856,16,21237,Yes,"West, East, North",Yes,No,No,Pre-School Childcare,Pre-School Childcare,Spanish & English Bilingual,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6857,16,21228,Yes,"South, West, East, North",Yes,No,No,Teacher's Aide,Architecture,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6858,15,21206,Yes,"East, West, North",No,No,No,Recreation And Sports,STEM,"Office Equipment (i.e. copier, fax machine, scanner, etc.), Dancing",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6860,16,21117,Yes,"Outside City (West), South, West, East, North",No,No,Yes,Port Or Maritime Industry,Recreation And Sports,"Swimming, Spoken Word or Poetry, Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6863,18,21205,Yes,"South, West, East, North",Yes,No,No,Engineering,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6864,15,21217,Yes,"West, East, Downtown",No,No,Yes,Business/Finance,Hospitality/Travel,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6866,16,21212,Yes,"South, West, East, North",No,No,No,Computer Information Tech,Elderly Services,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,Spanish
6868,16,21224,Yes,"West, East",No,No,No,Government/Public Service,Custodial,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6869,16,21215,Yes,"West, South, East",Yes,No,No,Pre-School Childcare,Environmental/Green,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
6870,19,21205,Yes,"East, North",No,No,No,Teacher's Aide,Teacher's Aide,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6872,18,21228,Yes,"South, West, East, North",No,No,No,Nursing,Computer Information Tech,"Plays an Intrustment, Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6873,19,21212,Yes,"South, West, East, North",Yes,No,No,Pre-School Childcare,Nursing,Spanish & English Bilingual,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6874,20,21212,Yes,"South, West, East",No,Yes,No,Hospitality/Travel,Pre-School Childcare,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6875,18,21225,Yes,"South, East, North, Downtown",No,Yes,Yes,Custodial,Elderly Services,"Visual Arts (Drawing, painting, etc), Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6876,19,21093,Yes,"Outside City (North), West, East, Downtown",No,Yes,Yes,Pre-School Childcare,Computer Information Tech,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6879,17,21201,Yes,"Downtown, West, North",No,Yes,Yes,Pre-School Childcare,Hospitality/Travel,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6880,16,21228,Yes,"South, West, East",Yes,No,No,Graphic Design,Architecture,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,Spanish
6881,16,21223,Yes,"West, South, East, North",No,No,Yes,Camp Counselor,Retail (17+ Year Old Only),"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6882,17,21212,Yes,"West, East, North",Yes,No,No,Engineering,Engineering,"Plays an Intrustment, Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,Amharic
6883,18,21214,Yes,"South, West, East",No,Yes,Yes,Manufacturing,Engineering,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6884,18,21214,Yes,"South, East, North, Downtown",No,No,Yes,Camp Counselor,Auto Mechanics,"Plays an Intrustment, Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6886,16,21204,Yes,"Outside City (East), South, West, East",No,Yes,Yes,Auto Mechanics,Pre-School Childcare,Plays an Intrustment,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6887,14,21217,Yes,"South, West, East",Yes,Yes,Yes,Business/Finance,Elderly Services,"Spanish & English Bilingual, Plays an Intrustment",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6889,16,21214,Yes,"South, West, East",No,Yes,Yes,Computer Information Tech,Legal,Spoken Word or Poetry,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6890,18,21212,Yes,"South, East, Downtown",Yes,Yes,No,Retail (17+ Year Old Only),Elderly Services,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6892,17,21217,Yes,"South, West, East, North",No,Yes,No,Pre-School Childcare,Recreation And Sports,CADD (Computer Aided Drafting and Design),INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6893,16,21217,Yes,"South, West, East, North",No,Yes,Yes,Nursing,Recreation And Sports,"Visual Arts (Drawing, painting, etc), Swimming",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6894,16,21215,Yes,"South, West, North",No,No,No,Retail (17+ Year Old Only),Nursing,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6897,17,21216,Yes,"West, East, North",No,Yes,Yes,Custodial,Camp Counselor,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6898,18,21223,Yes,"West, East, North",Yes,No,No,Retail (17+ Year Old Only),Engineering,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6899,16,21216,Yes,"West, East",Yes,No,No,Pre-School Childcare,Community Service,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6900,17,21214,Yes,"East, North",No,Yes,No,Pre-School Childcare,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6903,17,21205,Yes,"West, East, North",No,Yes,Yes,Teacher's Aide,Nursing,"Plays an Intrustment, Swimming",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6905,17,21201,Yes,"South, Downtown",No,Yes,Yes,Engineering,Auto Mechanics,"Swimming, Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6906,15,21229,Yes,"South, West, East",No,No,No,Recreation And Sports,Environmental/Green,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6907,16,21214,Yes,"West, East",Yes,No,No,Construction Trades,Camp Counselor,CADD (Computer Aided Drafting and Design),INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6909,14,21214,Yes,"East, Downtown",No,No,No,Culinary Arts/Food Service,Camp Counselor,Spanish & English Bilingual,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6910,18,21228,Yes,"South, West, East, North, Downtown",No,Yes,No,Retail (17+ Year Old Only),Recreation And Sports,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6914,16,21214,Yes,"South, East, Downtown",No,Yes,No,Pre-School Childcare,Recreation And Sports,"Office Equipment (i.e. copier, fax machine, scanner, etc.), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6915,16,21214,Yes,"South, East, North",Yes,Yes,Yes,Retail (17+ Year Old Only),Camp Counselor,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6916,21,21217,Yes,"West, South, East",Yes,No,No,STEM,Nursing,"Visual Arts (Drawing, painting, etc), CADD (Computer Aided Drafting and Design), Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6917,14,21216,Yes,"West, East",Yes,No,No,Pre-School Childcare,Visual Arts,"Plays an Intrustment, Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
6918,14,21237,Yes,"South, West, East",Yes,Yes,No,Pre-School Childcare,Pre-School Childcare,"CADD (Computer Aided Drafting and Design), Spoken Word or Poetry",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6919,20,21213,Yes,"South, West, East",Yes,Yes,Yes,Elderly Services,Recreation And Sports,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6920,15,21163,Yes,"Outside City (West), South, West, East",No,Yes,No,STEM,Pre-School Childcare,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6921,16,21217,Yes,"West, East, North",Yes,No,No,Clerical Office Work,Retail (17+ Year Old Only),Spoken Word or Poetry,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6922,18,21216,Yes,"West, East, North",Yes,No,No,Pre-School Childcare,Culinary Arts/Food Service,Swimming,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6924,17,21204,Yes,"Outside City (East), South, West, East, North",No,Yes,No,Pre-School Childcare,Pre-School Childcare,,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6925,16,21215,Yes,"West, North, Downtown",No,Yes,Yes,Pre-School Childcare,Teacher's Aide,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6926,18,21217,Yes,"West, East",Yes,No,No,Pre-School Childcare,Port Or Maritime Industry,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6928,20,21204,Yes,"Outside City (East), East, Downtown",No,No,No,Government/Public Service,Hospitality/Travel,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6929,17,21212,Yes,"South, West, East, Downtown",No,Yes,Yes,Nursing,Camp Counselor,"Plays an Intrustment, Microsoft Word, Powerpoint, Excel",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6930,15,21213,Yes,"South, West, East",No,No,Yes,Pre-School Childcare,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6931,18,21215,Yes,"South, West, East, Downtown",No,No,No,Pre-School Childcare,Clerical Office Work,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
