REGISTRATION ID,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,SECOND LANGUAGE,SECOND LANGUAGE PROFICIENCY,SCHOOL NUMBER,SCHOOL STATUS,HIGHEST GRADE COMPLETED,PRIORITY MATCHING STATUS,
94587,14,21218,YES,"NORTH, EAST",YES,NO,YES,ELDERLY SERVICES,PRE-SCHOOL CHILDCARE,"PLAYS INSTRUMENT;SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,54,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
94588,17,21213,YES,EAST,YES,YES,YES,BUSINESS/FINANCE,ELECTRICAL/CARPENTRY,SWIMMING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,341,IN SCHOOL - HS OR LESS,GRADE 10,MANDATORY,
94589,19,21215,YES,"WEST, DOWNTOWN",NO,NO,NO,TEACHER'S AIDE,CAMP COUNSELOR,,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,987,NOT ATTENDING SCHOOL - HS GRAD / GED,,PREFERRED,
94590,21,21215,NO,,NO,YES,YES,COMMUNICATION/MEDIA,COMPUTER INFORMATION TECH,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,987,NOT ATTENDING SCHOOL - HS GRAD / GED,,PREFERRED,
94594,15,21133,YES,"DOWNTOWN, NORTH, SOUTH, EAST, SOUTHEAST, WEST",YES,YES,NO,CLERICAL OFFICE WORK,NURSING,VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;POETRY;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 9,MANDATORY,
94596,14,21218,YES,"NORTH, EAST",YES,YES,NO,CULINARY ARTS/FOOD SERVICE,COMMUNICATION/MEDIA,DANCING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,51,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
94598,16,21213,YES,EAST,YES,YES,YES,AUTO MECHANICS,ELECTRICAL/CARPENTRY,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,454,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
94599,14,21216,YES,"SOUTH, WEST, DOWNTOWN",NO,YES,YES,PORT OR MARITIME INDUSTRY,BUSINESS/FINANCE,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,ARABIC,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),999,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
94600,15,21205,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,YES,COMPUTER INFORMATION TECH,STEM,"VISUAL ARTS;SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),480,IN SCHOOL - HS OR LESS,GRADE 10,PREFERRED,
94601,15,21218,YES,"NORTH, EAST",NO,YES,YES,COMMUNICATION/MEDIA,COMPUTER INFORMATION TECH,SWIMMING;DANCING,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,375,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
94603,15,21218,YES,"NORTH, EAST, DOWNTOWN",NO,YES,YES,CUSTODIAL,CULINARY ARTS/FOOD SERVICE,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,134,IN SCHOOL - POST HS,GRADE 8,PREFERRED,
94604,15,21215,YES,"NORTH, EAST, DOWNTOWN",NO,YES,YES,HOSPITALITY/TRAVEL,HOSPITALITY/TRAVEL,SWIMMING;DANCING,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,SWAHILI,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),406,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
94605,16,21213,YES,EAST,YES,YES,YES,ENVIRONMENTAL/GREEN,COMPUTER INFORMATION TECH,"PLAYS INSTRUMENT;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,480,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
94608,18,21230,YES,"EAST, SOUTHEAST, WEST, SOUTH, DOWNTOWN",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,BUSINESS/FINANCE,"VISUAL ARTS;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,480,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
94613,16,21215,YES,"NORTH, WEST, DOWNTOWN",NO,NO,YES,STEM,NURSING,"(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,SWAHILI,3.ADVANCED (AP/COLLEGE CLASSES OR NATIVE SPEAKER),427,IN SCHOOL - HS OR LESS,GRADE 9,PREFERRED,
94617,14,21218,YES,"NORTH, EAST, DOWNTOWN",YES,YES,YES,COMPUTER INFORMATION TECH,BUSINESS/FINANCE,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,51,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
94618,18,21230,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,YES,YES,STEM,NURSING,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,416,IN SCHOOL - HS OR LESS,GRADE 12,PREFERRED,
94621,18,21230,YES,"NORTH, SOUTH, EAST, WEST, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,"CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,410,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
94622,17,21215,NO,,NO,YES,YES,HOSPITALITY/TRAVEL,HOSPITALITY/TRAVEL,VISUAL ARTS;SWIMMING;CADD;DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,SWAHILI,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),406,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
94626,17,21216,YES,"WEST, DOWNTOWN",YES,NO,YES,ELECTRICAL/CARPENTRY,CONSTRUCTION/MANUFACTURING,"SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
94627,14,21218,YES,"NORTH, EAST, DOWNTOWN",NO,NO,NO,RECREATION AND SPORTS,MUSICAL ARTS,DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,323,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
94630,18,21206,NO,"NORTH, EAST, DOWNTOWN",NO,YES,YES,BUSINESS/FINANCE,PRE-SCHOOL CHILDCARE,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,406,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
94634,19,21230,NO,SOUTH,YES,YES,YES,HOSPITALITY/TRAVEL,COMMUNITY SERVICE,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITH ACCOMMODATION,NOT INTERESTED ,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,,,341,IN SCHOOL - HS OR LESS,GRADE 12,MANDATORY,
94640,16,21215,NO,WEST,YES,NO,YES,GRAPHIC DESIGN,COMPUTER INFORMATION TECH,"PLAYS INSTRUMENT;SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,YORUBA,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),406,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
94643,20,21215,YES,"DOWNTOWN, WEST",YES,YES,YES,RECREATION AND SPORTS,NURSING,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,0,NOT ATTENDING SCHOOL - HS GRAD / GED,GED,MANDATORY,
94645,20,21215,YES,WEST,YES,NO,YES,CAMP COUNSELOR,CUSTODIAL,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,0,NOT ATTENDING SCHOOL - HS GRAD / GED,GED,NONE,
94651,16,21216,YES,"EAST, WEST, DOWNTOWN",NO,NO,YES,RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),PRE-SCHOOL CHILDCARE,"(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,CHINESE,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),348,IN SCHOOL - HS OR LESS,GRADE 10,PREFERRED,
94653,16,21216,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,YES,YES,RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),STEM,"PLAYS INSTRUMENT;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,CHINESE,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),403,IN SCHOOL - HS OR LESS,GRADE 10,PREFERRED,
94658,14,21218,YES,"NORTH, EAST, DOWNTOWN",NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,DANCING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,54,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
94661,16,21216,YES,"WEST, DOWNTOWN",YES,YES,YES,CLERICAL OFFICE WORK,GOVERNMENT/PUBLIC SERVICE,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,430,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
94663,14,21218,YES,"NORTH, EAST, DOWNTOWN",NO,YES,YES,CLERICAL OFFICE WORK,COMMUNICATION/MEDIA,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,15,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
94666,14,21239,YES,"EAST, DOWNTOWN",NO,YES,YES,COMMUNITY SERVICE,RECREATION AND SPORTS,"(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITH ACCOMMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,375,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
94674,15,21205,NO,EAST,NO,NO,YES,COMPUTER INFORMATION TECH,ELECTRICAL/CARPENTRY,,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,410,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
94675,14,21206,NO,,NO,YES,YES,PRE-SCHOOL CHILDCARE,CULINARY ARTS/FOOD SERVICE,"(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,SPANISH,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),999,IN SCHOOL - HS OR LESS,GRADE 9,NONE,
94678,14,21218,YES,"NORTH, EAST, DOWNTOWN",YES,YES,YES,VISUAL ARTS,ELECTRICAL/CARPENTRY,VISUAL ARTS;OFFICE EQUIPMENT,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,236,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
94679,14,21218,YES,"NORTH, EAST, DOWNTOWN",YES,YES,YES,NURSING,TEACHER'S AIDE,OFFICE EQUIPMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,51,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
94680,14,21218,YES,"NORTH, EAST, DOWNTOWN, WEST",NO,YES,YES,CLERICAL OFFICE WORK,VISUAL ARTS,"VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,,,382,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
94682,16,21213,YES,EAST,YES,YES,YES,CAMP COUNSELOR,BUSINESS/FINANCE,"(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,407,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
94683,15,21218,YES,"NORTH, EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,ELECTRICAL/CARPENTRY,CONSTRUCTION/MANUFACTURING,"PLAYS INSTRUMENT;VISUAL ARTS;SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,51,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
94685,16,21215,NO,DOWNTOWN,YES,YES,YES,GOVERNMENT/PUBLIC SERVICE,GOVERNMENT/PUBLIC SERVICE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,454,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
94687,16,21215,YES,DOWNTOWN,YES,YES,YES,AUTO MECHANICS,COMPUTER INFORMATION TECH,"CADD;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,999,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
94690,14,21218,YES,"NORTH, EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,CLERICAL OFFICE WORK,CAMP COUNSELOR,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,245,IN SCHOOL - HS OR LESS,GRADE 8,MANDATORY,
94691,14,21218,YES,"NORTH, EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,LEGAL,GOVERNMENT/PUBLIC SERVICE,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,15,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
94695,15,21202,NO,EAST,NO,YES,YES,CLERICAL OFFICE WORK,BUSINESS/FINANCE,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 10,MANDATORY,
94696,16,21215,YES,DOWNTOWN,NO,YES,YES,TEACHER'S AIDE,ARCHITECTURE,"VISUAL ARTS;SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,382,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
94698,17,21230,NO,"SOUTH, DOWNTOWN",NO,NO,YES,ARCHITECTURE,CULINARY ARTS/FOOD SERVICE,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,403,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
94699,19,21230,YES,"SOUTH, DOWNTOWN",NO,YES,NO,CLERICAL OFFICE WORK,PORT OR MARITIME INDUSTRY,SWIMMING;OFFICE EQUIPMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,422,IN SCHOOL - HS OR LESS,GRADE 12,MANDATORY,
94703,18,21230,YES,"SOUTH, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),CULINARY ARTS/FOOD SERVICE,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,410,IN SCHOOL - ALTERNATIVE SCHOOL,GRADE 12,NONE,
94704,15,21218,YES,"NORTH, EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,CAMP COUNSELOR,ELECTRICAL/CARPENTRY,"VISUAL ARTS;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,,,375,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
94705,18,21230,YES,"SOUTH, WEST, DOWNTOWN",YES,YES,YES,CAMP COUNSELOR,CULINARY ARTS/FOOD SERVICE,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
94706,16,21213,YES,EAST,NO,NO,NO,HOSPITALITY/TRAVEL,CAMP COUNSELOR,"(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,416,IN SCHOOL - HS OR LESS,GRADE 10,PREFERRED,
94708,14,21218,YES,"NORTH, EAST, SOUTHEAST, DOWNTOWN",NO,YES,YES,NURSING,CULINARY ARTS/FOOD SERVICE,"(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,0,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
94711,18,21230,YES,"SOUTH, WEST, DOWNTOWN",NO,NO,YES,RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),BUSINESS/FINANCE,"VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,414,IN SCHOOL - HS OR LESS,GRADE 12,MANDATORY,
94712,19,21230,YES,"WEST, DOWNTOWN",NO,YES,YES,RECREATION AND SPORTS,CAMP COUNSELOR,SWIMMING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,999,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
