CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,Priority
389967508,20,21213,YES,"WEST, EAST, DOWNTOWN",NO,YES,YES,RETAIL (16+ YEAR OLD ONLY),HOSPITALITY/TRAVEL,;POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
581058374,16,21228,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
110514923,17,21204,YES,"WEST, NORTH",YES,YES,YES,VISUAL ARTS,NURSING,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
197576198,18,21213,YES,"SOUTH, WEST, EAST",NO,YES,YES,CAMP COUNSELOR,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
511598203,18,21216,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,VISUAL ARTS,ELDERLY SERVICES,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,2
325530515,15,21204,YES,"WEST, NORTH",YES,NO,NO,ENVIRONMENTAL/GREEN,VISUAL ARTS,;VISUAL ARTS; SWIMMING; OFFICE EQUIPEMENT; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
387090703,17,21215,YES,"WEST, SOUTH, EAST, NORTH",NO,YES,YES,COMMUNICATION/MEDIA,ENVIRONMENTAL/GREEN,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
155887643,17,21237,YES,"EAST, NORTH, DOWNTOWN",YES,YES,YES,CAMP COUNSELOR,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
156030696,20,21214,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,;POETRY,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
594361125,14,21216,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,STEM,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
217854615,16,21228,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,ELDERLY SERVICES,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
242945757,17,21212,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,NO,BUSINESS/FINANCE,ELDERLY SERVICES,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
240089823,21,21214,YES,"EAST, SOUTH, WEST",YES,NO,NO,NURSING,STEM,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
487525180,17,21204,YES,"EAST, NORTH, DOWNTOWN",YES,YES,NO,VISUAL ARTS,TEACHER'S AIDE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
278915483,15,21237,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,RECREATION AND SPORTS,HOSPITALITY/TRAVEL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
318958554,19,21205,YES,"WEST, EAST",NO,NO,NO,CULINARY ARTS/FOOD SERVICE,GOVERNMENT/PUBLIC SERVICE,;VISUAL ARTS; SWIMMING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,2
386850599,15,21212,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,YES,COMMUNICATION/MEDIA,GOVERNMENT/PUBLIC SERVICE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
118506555,16,21211,YES,"SOUTH, WEST, EAST",NO,NO,YES,LEGAL,TEACHER'S AIDE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
103939384,17,21211,YES,"WEST, NORTH",NO,NO,YES,PRE-SCHOOL CHILDCARE,ARCHITECTURE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
146402428,16,21217,YES,"SOUTH, WEST, NORTH",NO,NO,NO,RECREATION AND SPORTS,BUSINESS/FINANCE,";SWIMMING; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
376983603,15,21215,YES,"WEST, SOUTH, EAST, NORTH, DOWNTOWN",YES,YES,NO,RECREATION AND SPORTS,NURSING,";(MICROSOFT WORD,POWERPOINT,EXCEL); POETRY; DANCING",WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
104759898,17,21223,YES,"WEST, EAST, NORTH",YES,YES,YES,NURSING,GOVERNMENT/PUBLIC SERVICE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
246687783,19,21206,YES,"SOUTH, EAST",YES,YES,YES,GOVERNMENT/PUBLIC SERVICE,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
155066364,16,21211,YES,"WEST, SOUTH, EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
493908221,17,21211,YES,"WEST, SOUTH, EAST, NORTH",YES,YES,NO,MUSICAL ARTS,VISUAL ARTS,;CADD,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
131591032,19,21214,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,NO,COMPUTER INFORMATION TECH,AUTO MECHANICS,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
102323785,15,21231,YES,"DOWNTOWN, WEST, EAST",NO,NO,NO,COMMUNICATION/MEDIA,VISUAL ARTS,;VISUAL ARTS; SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
548045381,16,21229,YES,"WEST, SOUTH, EAST, NORTH, DOWNTOWN",NO,NO,NO,STEM,PRE-SCHOOL CHILDCARE,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
289503228,15,21215,YES,"WEST, SOUTH, EAST",YES,YES,NO,COMMUNICATION/MEDIA,RECREATION AND SPORTS,";OFFICE EQUIPEMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
156750364,16,21205,YES,"SOUTH, EAST",NO,YES,NO,VISUAL ARTS,VISUAL ARTS,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,1
164921632,16,21216,YES,"WEST, EAST",NO,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,2
120934112,19,21214,YES,"WEST, EAST, NORTH",NO,YES,YES,RECREATION AND SPORTS,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
151662924,19,21216,YES,"WEST, EAST, NORTH",NO,YES,YES,STEM,MUSICAL ARTS,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
400229271,17,21209,YES,"EAST, NORTH",YES,YES,NO,RECREATION AND SPORTS,CAMP COUNSELOR,;VISUAL ARTS; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
514614004,19,21206,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,YES,LEGAL,LEGAL,;POETRY,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
123610572,16,21204,YES,"SOUTH, WEST, EAST",YES,NO,YES,COMMUNITY SERVICE,CLERICAL OFFICE WORK,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL); DANCING",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
158782185,16,21216,YES,"WEST, EAST, DOWNTOWN",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,BUSINESS/FINANCE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
531982663,19,21228,YES,"SOUTH, EAST, NORTH",NO,YES,NO,ARCHITECTURE,LEGAL,;PLAYS INSTRUMENT; POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
565429848,20,21205,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,COMPUTER INFORMATION TECH,RETAIL (16+ YEAR OLD ONLY),,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
152186559,16,21215,YES,"WEST, EAST",YES,NO,YES,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
454365664,20,21237,YES,"EAST, DOWNTOWN",NO,YES,NO,CAMP COUNSELOR,RETAIL (16+ YEAR OLD ONLY),,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,2
469956466,19,21216,YES,"WEST, EAST",NO,NO,YES,CAMP COUNSELOR,PRE-SCHOOL CHILDCARE,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
407830895,17,21205,YES,"SOUTH, WEST, EAST",YES,YES,YES,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
262342875,16,21205,YES,"WEST, EAST",NO,YES,NO,CLERICAL OFFICE WORK,RECREATION AND SPORTS,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
310682253,17,21163,YES,"WEST, EAST",YES,NO,NO,CLERICAL OFFICE WORK,VISUAL ARTS,;VISUAL ARTS; OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
104858676,15,21216,YES,"WEST, SOUTH, NORTH",YES,NO,NO,LEGAL,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
205939031,15,21217,YES,"SOUTH, WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
121530951,16,21217,YES,"WEST, EAST",YES,NO,NO,NURSING,GRAPHIC DESIGN,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
533858069,17,21204,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,YES,NO,LEGAL,ELECTRICAL/CARPENTRY,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,3
461995464,15,21212,YES,"EAST, NORTH",NO,NO,YES,CULINARY ARTS/FOOD SERVICE,MUSICAL ARTS,,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
505246482,16,21205,YES,"SOUTH, WEST, EAST",YES,NO,YES,COMPUTER INFORMATION TECH,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,1
234372728,17,21224,YES,"EAST, WEST, NORTH",NO,NO,NO,NURSING,RECREATION AND SPORTS,;SWIMMING,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
228458949,14,21215,YES,"WEST, EAST, DOWNTOWN",YES,NO,NO,NURSING,MUSICAL ARTS,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
119741118,15,21206,YES,"EAST, SOUTH, NORTH",NO,NO,NO,COMPUTER INFORMATION TECH,GOVERNMENT/PUBLIC SERVICE,;VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
274224251,17,21212,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,NO,NO,MUSICAL ARTS,CULINARY ARTS/FOOD SERVICE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
279968030,16,21212,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,NURSING,VISUAL ARTS,;PLAYS INSTRUMENT; VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
223161218,17,21217,YES,"WEST, EAST, DOWNTOWN",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,TEACHER'S AIDE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
125293861,20,21163,YES,"WEST, EAST, NORTH",NO,YES,YES,RECREATION AND SPORTS,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
382958747,16,21212,YES,"EAST, SOUTH, WEST",NO,YES,YES,LEGAL,NURSING,;PLAYS INSTRUMENT; VISUAL ARTS; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
489452894,15,21216,YES,"WEST, SOUTH, EAST",YES,NO,NO,ELDERLY SERVICES,CAMP COUNSELOR,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
439213192,18,21222,YES,"SOUTH, WEST, DOWNTOWN",NO,YES,NO,PRE-SCHOOL CHILDCARE,NURSING,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
559573647,18,21205,YES,"EAST, WEST, DOWNTOWN",YES,NO,NO,TEACHER'S AIDE,NURSING,;DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
396393458,17,21215,YES,"WEST, SOUTH, EAST",NO,NO,NO,COMPUTER INFORMATION TECH,COMPUTER INFORMATION TECH,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
575400472,16,21228,YES,"SOUTH, EAST, NORTH, DOWNTOWN",YES,NO,NO,BUSINESS/FINANCE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
133529137,15,21204,YES,"EAST, NORTH",YES,NO,NO,RECREATION AND SPORTS,ENVIRONMENTAL/GREEN,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
345847961,20,21206,YES,"WEST, EAST, NORTH",NO,YES,NO,LEGAL,ARCHITECTURE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
218561503,17,21204,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,YES,PRE-SCHOOL CHILDCARE,CAMP COUNSELOR,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
434786236,16,21228,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,NO,STEM,PRE-SCHOOL CHILDCARE,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
275540944,14,21204,YES,"SOUTH, EAST",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,NURSING,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
468460745,16,21205,YES,"EAST, DOWNTOWN",NO,NO,YES,ELECTRICAL/CARPENTRY,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
195233227,15,21205,YES,"SOUTH, WEST, EAST",YES,NO,YES,CUSTODIAL,STEM,;OFFICE EQUIPEMENT; POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
189621243,15,21229,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,YES,YES,NURSING,RECREATION AND SPORTS,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
316226092,17,21214,YES,"EAST, NORTH",YES,YES,NO,NURSING,RECREATION AND SPORTS,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
123054360,16,21215,YES,"SOUTH, WEST, EAST",NO,YES,YES,MUSICAL ARTS,RECREATION AND SPORTS,;PLAYS INSTRUMENT; CADD; DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
370525783,16,21217,YES,"SOUTH, WEST",NO,NO,YES,CONSTRUCTION/MANUFACTURING,CLERICAL OFFICE WORK,;CADD,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
186577436,20,21211,YES,"WEST, EAST, NORTH",NO,NO,NO,NURSING,ELECTRICAL/CARPENTRY,;VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
213472596,17,21211,YES,"WEST, SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,YES,COMMUNITY SERVICE,CULINARY ARTS/FOOD SERVICE,;SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
228958956,18,21228,YES,"SOUTH, EAST, NORTH",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
229519765,16,21213,YES,"EAST, NORTH",YES,YES,YES,RETAIL (16+ YEAR OLD ONLY),TEACHER'S AIDE,;OFFICE EQUIPEMENT; POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
479477533,17,21211,YES,"WEST, EAST, DOWNTOWN",NO,YES,YES,MUSICAL ARTS,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT; CADD,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,3
300015981,15,21214,YES,"WEST, EAST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;SWIMMING; CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,3
269078813,14,21212,YES,"WEST, EAST, NORTH",YES,NO,NO,CONSTRUCTION/MANUFACTURING,GRAPHIC DESIGN,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
176510448,15,21215,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,NO,CUSTODIAL,NURSING,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
585063476,18,21237,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,NO,NO,GOVERNMENT/PUBLIC SERVICE,VISUAL ARTS,;SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
161020805,19,21205,YES,"WEST, EAST",YES,YES,NO,ELECTRICAL/CARPENTRY,CONSTRUCTION/MANUFACTURING,,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
141879706,17,21215,YES,"WEST, EAST",YES,NO,NO,RETAIL (16+ YEAR OLD ONLY),GOVERNMENT/PUBLIC SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
